Checker,Annotaions,Comments,ReactCount,ReplyCount
,3,দুইটাই লুচ্ছা কমিটির সভাপতি .,12,2 replies
,3,হ্যা অনেক স্ট্রাগল। রাত একটায় বোট ক্লাবে যাওয়া কি মুখের কথা।,10,
,3,চেহারার কি মিল  মেলায় হারিয়ে যাওয়া দুই বোন,8,2 replies
,3,"হুম,প্রচুর খাটুনি করতে হয়, রাতে অথবা বিরাতে,",14,3 replies
,3,অনেকদিন পর তসলিমা তারমতো হুবহু ফোটো কপি এই দেশে খুজে পাইছে এরা না থাকলে এই দেশেতো বিনোদন এর অভাব হয়ে যেতো,9,
,3,"কিছু মানুষ পরিমনির সাথে ছিল, তসলিমা নাসরিনের এই পোস্টে  সেটাও গেল, বুঝতে আর বাকী রইল না দুটো একই গোয়ালের গরু  !!",8,1 reply
,3,"জি হ্যা, আপনাদের মটিভেশনেই মেয়েটা রাতবিরাত অনবরত বিরামহীন কাজ করেই যাচ্ছে। আপনারা একেকজন আমাদের দেশের দুস্পাপ্য সম্পদ। চালিয়ে যান। জাতি আপনাদের সাথে আছে।",6,3 replies
,3,ওদের DNA test  করলে  দেখা জাবে এক মার পেটের ১২ বেটার সন্তান তাই এক জন কষ্টে আরেক জনের মায়া লাগতেচে তাসলিমা ভাই ঠিক তো,7,
,3,হুম একদম ঠিক কথা.......যেভাবে কাছিমের মতো আমাদের তসিম আপি স্ট্রাগল করে দেশ ছাড়া হইয়ে ভিনদেশে বাঁশ করছেন,6,
,3,দুই চামড়া ব্যবসায়ী একসাথে স্ট্রাগল করে।,10,1 reply
,3,পরীমনি প্রায়ই রাত ১২ টায় ঢাকার বিভিন্ন ক্লাবে গিয়ে 'রূহ আফজা' পান করেন এবং 'তাহাজ্জুদ' নামাজ পড়েন!,7,1 reply
,3,হুম প্রতিদিন গভীর রাতে ভিন্ন ভিন্ন খাটে চাপ নেওয়া অবশ্যই কঠিন স্ট্রাগল।,8,1 reply
,3,"পরি অনেক পরিশ্রমী মেয়ে দিনরাত্রি সে সমানে পরিশ্রম করে যাচ্ছে,দেশীয় চাহিদা মিটে গেলে অচিরেই আমরা পরি'কে  তাসলিমা নাসরিনের  মতো রপ্তানি করবো",7,1 reply
,3,স্ট্রাগল করতে করতে কয়েক হাজার খাট ভাঙ্গছে সেই হিসাব কি তাসলিমার কাছে আছে??,13,2 replies
,3,দুজনেই  বিশ্বমানের চামড়া ব্যবসায় করে।,7,1 reply
,3,পযাপ্ত পরিমানে খাটে খাটনি খাটার পর উপযুক্ত পারিশ্রমিক না পাওয়ার কষ্ট শুধু চামড়া ব্যাবসাহিরাই বুজবে।,4,1 reply
,3,স্ট্রাগল করতে করতে কোমর ব্যথা করে ফেলেছে। এইবার তার একটু বিশ্রাম হলে মন্দ হয় না।,6,1 reply
,3,তোমার গোয়ার মধ্যে মোমবাতি গলিয়ে ফোটায় ফোটায় দেওয়া হোক।,10,
,3,পরীর মত মেয়েরাই একদিন স্ট্রাগাল করে তাসলিমা নাসরিনের মত আন্তর্জাতিক ব্যাইশায় পরিনত হবে।,5,4 replies
,3,"এদের দুজনেরই ইনকাম সোর্স নিজ তলা ভাড়া দিয়া উপর তলা করা, সুতরাং এক ভাড়াটিয়ার সাফাই আর এক ভাড়াটিয়া গাইবে এটাই স্বাভাবিক।",5,1 reply
,3,অনেক ঘাম ঝরিয়ে স্ট্রাগল করতে হয়।,5,1 reply
,3,বাংলাদেশের দুইজন বিশিষ্ট Leather ব্যবসায়ী,7,
,3,"স্ট্রাগল তো করেছেই,ভাল কাজে নয়,যৌনতায়,যখন কাজ শেষ করে টাকা হাতে না পায় ,তখন ধর্ষণ ধর্ষণ বলে আওয়াজ তুলো,জাতি সবি বুঝে,এতো বোকা জাতি এখন পৃথিবীতে নেই",7,3 replies
,3,নাইট ক্লাবে প্রচুর স্ট্রাগল করছে পরি আপা,55,3 replies
,3,পরিমনিরে যতটুকু ইজ্জত ছিল,6,
,3,সকাল সকাল এমন বারোবাতারির নিউজ দেখে কার না দাঁড়িয়ে যায় বলেন(গায়ের লোম),6,
,3,"হারিয়ে যাওয়া জমজ বোন খুঁজে পাইছে রে! দুই বোন মিলে মাঠে নামেন নায্যমূল্য পাওয়ার অধিকার আদায় করেন!  আপনাদের পাশে সব সময় থাকবেন হিরো আলম,নোবেল,সেফুদা",3,
,3,এক ট্যানারি ব্যাবসায়ীর মালিক  আর এক ট্যানারি শ্রমিকের জন্য দুঃখ প্রকাশ করছে,5,3 replies
,3,হুমমম আসলেই অনেক পরিশ্রম করেছেন সে গত কিছু বছরে।।।বছরের পর বছর ফ্লপ ছবি করেও হয়েছে কোটি কোটি টাকার মালিক সত্যি ই অনেক পরিশ্রম করেছে,4,1 reply
,3,শোন তোমরা দুইজনেই মা বাবার কুলঙ্গ সন্তান। তোমাদের চরিত্র নিয়ে কথা বলে রাস্তার টোকাই। তোমাদের বেঁচে থেকে লাভ নেই।,5,2 replies
,3,কাজের পরে টাকা নেয়া হয়,3,1 reply
,3,যে একাধিক পুরুষাঙ্গের গন্ধ শুঁকে তার প্রশংসা পেয়ে এত লাফাচ্ছো । চোরে চোরে মাসতুতো বোন ।,5,1 reply
,3,অনেক চাপ একসাথে নিতে পারছে সে,6,2 replies
,3,খেটে বড় হওয়া আর চেটে বড় হওয়া শব্দ দুটোর পার্থক্য মনে হয় তসলিমা নাসরিন জানেনা...,5,2 replies
,3,"না, ঠিক বলছে, আসলেই অনেক হার্ডকোর স্ট্রাগেল করে... অথচ বর্তমান যুব সমাজ তার মূল্যায়ন করলো না",6,3 replies
,3,রেট কিছু টা কোমলে পারার অলি গলি তেও একটু চক্কোর দিয়েন।,3,
,3,লেখাঃপরির মত স্ট্রাগল করা মেয়েরাই এক একটা মাইফলক,8,3 replies
,3,হ্যাঁ রাতে আর চার দেয়ালের মাঝেই সবচেয়ে বেশি হয় তাদের স্ট্রাগল টা,11,
,3,২ হারিয়ে যাওয়া বোন,9,1 reply
,3,এ যেন প্রতিচ্ছবি। কি মল। আহা,4,
,3,রাতভর ক্লাবে ইয়ে করে তার পরে সাফাই গাইছেন,6,1 reply
,3,প্রচুর স্ট্রাগল করছে নিচ তলা ভাড়া দিয়ে খেয়ে না খেয়ে আজকে এতো দূর আসছে,10,
,3,"কামাই থাকলে জামাই লাগেনা, কিন্তু কামাই করে অন্য মহিলার জামাইর সাথে",,
,3,এক বেশশা আরেক বেশশার গুনগান করে,5,1 reply
,3,মেলায় হারিয়ে যাওয়া ২ বোন অবশেষে পাওয়া গেলো!,10,
,3,তসলিমা নাসরিনের হাত ধরেই পরিমনি সবার মনের মনিকোঠায় উঠবে।,10,4 replies
,3,"হ,প্রচুর স্ট্রাগল করে সে রাত ১২  জনি দাদার লগে দেহা করবার গেছি!  পারে জনি দাদা টেহা দিছে না পরে হাইটা হাইটা বাড়িতে আইছে অনেক কষ্ট করছে।",4,
,3,এদের নীচ তলার অবস্থা খুবই ভয়াবহ।,5,
,3,সহমত.... চামড়ার ব্যাবসাতেও অনেক স্ট্রাগল করা লাগে.....,9,
,3,মদ গাঁজা খেয়ে স্ট্রাগল করা মেয়ে. এতই যদি ভালো হতো তাহলে নাইট ক্লাব গিয়ে কি করে ? হেহ মানুষ কিছু জানেনা মনে হয়,5,3 replies
,3,গুরু হয়ে শিষ্যকে ভালো করে দিক্ষা দিয়ে যোগ্য হয়ে উঠতে সাহায্য করুন,3,
,3,পরিমনির যা অবশিষ্ট ছিল তাও ফিনশিং দিয়া দিল তাস্লিমা ম্যাম,10,
,3,এই প্রথম বাংলাদেশের দুই পু*কি ব্যবসায়ী কাধে কাধ মিলিয়ে পু*কি ব্যবসায় নামছে।,4,
,3,দুজনেই চালান ছাড়া ব্যাবসায়ী।,3,4 replies
,3,"নটি অ্যাসোসিয়েশন  সভাপতি তাসলিমা নাসরিন আপনার প্রতি আকুল আবেদন এই যে, আমাদের পরি আপাকে আপনার অ্যাসোসিয়েশনের সহসভাপতি হিসেবে দেখতে চাই।",4,
,3,"বাংলাদেশের চামড়া শিল্পের পুরোধা,এই সংগ্রামী নারীকে দেখলে বোঝা যায় বাংলাদেশের  চামড়া কতোটা সম্ভাবনাময় শিল্প।তাই আপনার  মুল্যবান চামড়া ঘরে বসে নষ্ট না করে আজই নেমে পরুন।চামড়া শিলপকে এগিয়ে নিন।",3,
,3,পরীমনির মতো স্ট্রাগল হলিউডের অভিনেত্রীরাও করে না।আপামনি তো প্রথম সারির ফিল্ম ইন্ডাস্ট্রিতে অভিনয় করে।এখানে অনেকককক প্রতিযোগিতা,2,
,3,দেশের শীর্ষস্থানীয় তুই চামড়া ব্যবসায়ী,9,
,3,মাগির মাইয়ে তুরা হচ্ছে সমাজ নষ্ট করার এক একটা কিট বা পয়জন।তোদের ছামাই শুকনা মরিচের গুড়া লাগানো উচিত বুঝলি খানকি রা,3,
,3,তাহাদের পরস্পরের মধ্যে যথেষ্ট মিল রইয়াছে।উভয়েই চামড়া ব্যবসায়ী। পার্থক্য শুধু চামড়ার মানে।,4,3 replies
,3,আমি চামড়া ব্যাবসা না করলে আরেক চামড়া ব্যাবসায়ির দুঃখ কি করে বুঝবো। কনডম এর দিন শেষ ওলিব ওয়েল এর বাংলাদেশ,3,
,3,তসলিমার হাত ধরে পরিমনীও বৈদেশিক মুদ্রার্জনে সফল হবে আশা করি। এমনিতে দেশে চামরার ব্যবসা অনেক ভালো এই সুযোগ টা কাজে লাগাবে পরী,2,1 reply
,3,"দুই জন একই মানের ও প্রকৃতির,, একজন অন্য জনকে চাপিয়ে যাওয়ার অপেক্ষা মাত্র",3,
,3,সাংবাদিক :নাসের পরিমণিকে ডুকিয়ে দিয়েছে,3,
,3,প্রিয় পরীমনি এই ধরনের পোস্ট জেনো রাতে প্রচার করা না হয়। কারন মুখ চেপে ধরে হাসতে হয় এতে খাট নরে। আর খাট নরলে রুম মেট অন্য কিছু মনে করে,3,
,3,সত্যিই তো এমন স্ট্রাগল কেউ করতে পারে না। এত জোরে জোরে চাপ দেয়ার পরেও কোন মেয়ে কিভাবে নিজের আ ও শব্দ কন্ট্রোল করে বুঝেন আপনারা? কিভাবে শত যন্ত্রণা নিয়ে বিদেশে চামড়া রপ্তানি করে। তার মূল্য আপনারা দিতে পারবেন? পারবেন শুধু তার মত অবলা নারীকে নিয়ে ট্রল করতে?,3,1 reply
,3,আমি তোমাদেরকে গালি দিব না আমি গালি দিব কনডম কোম্পানিকে যেই কোম্পানি অতি মুনাফার জন্য দুই নাম্বার কনডম বানাইছে সেই কনডম পতিতালয় নষ্ট হয়ে তোদের মত মেয়েদের জন্ম হয়েছে আমি প্রশাসনের সুদৃষ্টি কামনা করছি যেন অতি দ্রুত কনডম ফ্যাক্টরি গুলোতে মোবাইল কোর্টের…,8,1 reply
,3,তবে রেট একটু বেশি। কমিয়ে নিলে জনসাধারণ সবাই সুজোগ পেত।,3,2 replies
,3,"মেলায় হারিয়ে যাওয়া দুই বোন, অবশেষে তারা একে অপরের খুঁজে পেল",8,
,3,"না এটা হয় নাই, এভাবে বলা উচিত চিলো, মিয়া খলিফার মত দেখতে পরিরা স্ট্রাগল করা মেয়েরাই এক-একটা মাইলফলক............…..........................................",3,
,3,বোনের কষ্ট শুধু বোনই বুঝে ।Struggle করতে করতে ক্লান্ত বড় আপপি এখন বিশ্রামে গিয়ে ছোট বোনকে Struggle এর মহান  দায়িতব পালন করতে দিয়েছে ।,1,2 replies
,3,"দুইটাই তো একই পথের পথিক, তসলিমার হাত ধরে পরিমনি ও অনেক বৈদেশিক মুদ্রা অর্জন করবে ,, md Jahangir Fajlul Korim",3,
,3,ট্যানারী শিল্পের ২জন নিখুঁত কর্মী,9,1 reply
,3,ইউ আর অ্যাবসোলুটলি রাইট কেননা তার রেস্ট করার সুযোগ হয়নি শুধু সার্ভিসে থাকে ভিআইপিদের।,4,
,3,কথায় কোন ভেজাল নাই রো মদ খেয়ে স্ট্রাগল করলে মাইলফলক স্পর্শ করা অসাভাবিক কিছু না।সব কিছুই বোতলের তেলেসমাতি।,4,
,3,এত বেশি পরিশ্রমী যে রাত ১২ টার পরও তার বিশ্রাম নেই।একজন নারী কিভাবে এত পরিশ্রম করে।সে তো শুধু মাইলফলক নয় কিলোমিটার ফলকও।,1,
,3,"হ,,,চামড়ার উপর স্ট্রাগল কইরা মাইলফলক অর্জন করছে।",9,6 replies
,3,"চামড়া ব্যবসায়ীরা জাগুন, তসলিমা আন্টির জ্ঞান ফিরেছে",3,
,3,"Talima Nasrin এর ফাঁদে পা দিবেন না দিদি ,ধর্ষণ কে মামুলি ব্যাপার বানিয়ে আপনাকে মিডফিল্ডে ছেঁড়ে দিবে ,তখন রাক্ষস কে নাস্রিন আপুর যুক্তিতে ভগবান মনে হবে ।",4,1 reply
,3,বেডে যেয়ে মানবিক স্ট্রাগল করে,8,
,3,দু জনেই ত বিশিষ্ট চামড়া ব্যবসায়ী,9,
,3,পরী মনি তো এখন যেতে যেতে পথে মারা খাবে ক্ষনে ক্ষনে,1,
,3,উপর আর নিচ তালা  ভাড়া দিয়া অনেক  স্ট্রাগোল করেছেন আফা,6,1 reply
,3,"তসলিমা নাসরিন জাকে ভালো বলে সে নাজানি কতোটা খারাপ,,,,,মনে হয় তার ভিতরে খারেপের কোনো সেষ নেই,ভালো হয়ে জাও, পরিমনি",1,
,3,এক কমেন্টে পোনটা মারি দিল শক্ত করি,9,
,3,পরির মতো স্ট্রাগল করা মেয়েরাই আগামী প্রজন্মের ম্যাগী।,4,5 replies
,3,হুম ঠিক তোর মতোই । না তোর মতোন এতো বেয়াদব না। তুই তো দেশে থাকার জজ্ঞতাই রাখোস নাই। এখন কোন অজাত কুজাতের সাথে ব্যাবসা বানিজ্য করিশ কে জানে,2,
,3,দুজনের নীতি আদর্শ একএর এইদিকে আবাল নায়কা যে লেখিকাকে জুতাপেটা করে বাংলাদেশ থেকে বের করে দেওয়া হয়েছে তার পোস্ট শেয়ার করে ভাবতেছে মানুষের সহানুভূতি পাবে।,2,
,3,দুইটা একই গোয়ালের গরু....এতোদিনে বুজতে পারছি পরী কোন জাতের মাল,4,1 reply
,3,একই গুয়ালের গরু,4,1 reply
,3,এক বান্ধবি আর এক বান্ধবিকে,8,2 replies
,3,"আর কোন লোক পেলনা তসলিমা নাসরিনকে নিয়ে পড়ে আছে। একটা পাগলের কথার মানুষ মূল্যায়ন করে, তসলিমাকে মানুষ মূল্যায়ন করে না। সমাজে একটা প্রতিতার দাম আছে, কিন্তু তসলিমার কোন দাম নেই। এইধরনের মানুষের সাপোর্ট নিয়ে আপনি গর্ব করেন!! তসলিমা যদি কাওকে বলে বিশ্বসেরা তা…",1,
,3,পরীমনি প্রায়ই রাত ১২ টায় ঢাকার বিভিন্ন ক্লাবে গিয়ে 'রূহ আফজা' পান করেন এবং 'তাহাজ্জুদ' নামাজ পড়েন!,1,
,3,"তসলিমার হাত ধরে পরিমনীও বৈদেশিক মুদ্রা অর্জনে সফল হবে আশা করি।এমনিতে পশুর চামরার দাম কম, আশাকরি এ সুযোগ কাজে লাগাবে পরী  !!",2,
,3,"একই কুকুরের মল, যেন দুজনেরই উৎপত্তিস্থল।",1,
,3,দুইডার শাউয়্যা বরাবর শোয়েব আকতার কে দিয়া যদি ১৬০ স্পিডে ৬ টা বল মারাইতে পারতাম!!,9,1 reply
,3,মাঝে মাঝে শরীলটা জিদ্দে ঝাক্কি মারে মনঢা  চায়পায়ের তে জুতা খুইলা শরীলের আগার তে ঘুরা পর্যন্ত বাইড়ায়,2,
,3,"পরির মত মেয়েরা স্ট্রাগল করেই বলেই রাতের আধারে লাখ লাখ টাকার মালিক হয়ে যায়, কি সুন্দর স্ট্রাগল মাইরি । শিল্পপতিদের সাথে রাত কাটালেই সেটা স্ট্রাগল হয় সেটা (তাসলিমা নাসরিন) আপনার চেয়ে ভালো আর কে বুঝবে। চিন্তা করিয়েন না আপনার মান রাখবে সে",3,
,3,দু জনেই যৌনবাহিত রোগে আক্রান্ত,3,
,3,পরীমনি প্রায়ই রাত ১২ টায় ঢাকার বিভিন্ন ক্লাবে গিয়ে 'রূহ আফজা' পান করেন এবং 'তাহাজ্জুদ' নামাজ পড়েন!,,
,3,পরীর মত বিশিষ্ট চামড়া ব্যবসায়ী একেকটা মাইলফলক।,2,
,3,"তাহলে আমার মনে হয়, মিয়া খলিফার স্ট্রাগল নিয়ে আপনার একটি বিষেস্বিত বই লেখা দরকার, যেটা ম্যাইনষে পইরে অনুপ্রেরণা পাবে। এবং তেমন ভাবে স্ট্রাগল করবে  জাতির জন্য খুবই দরকার আপনার বই টি।",2,
,3,"হুম তাতো বটেই,,দুজন ই তো উন্নত মানের চর্ম ব্যাবসায়ী,,কদিন আগেও খ্যাত ছিল,, আজ বেষ্ট বিছানা পারফর্ম এর মাধ্যমে সেলিব্রিটি হয়েছে,,, অন্যের জন্য গর্ত খুরতে গিয়ে নিজেই সেই গর্তে,,,আল্লাহ ছাড়দেন তবে ছেড়ে দেন না",1,
,3,তসলিমা এবং পরিমনী একই গোয়ালের গরু।,7,2 replies
,3,"আসলেই এই রকম স্ট্রাগল করতে হলে প্রচুর স্টামিনা দরকার, যেটা এখন আপনার আর নাই।।।।",8,9 replies
,3,"এতটা স্ট্রাগল করেছে যে নিজের ফ্লাট,আবাসিক হোটেলের  রূম একটাও বাকি নেইআর ছোট কাস্টমার দিয়ে হচ্ছিলো না তাই ব্যবসায়ি কে ফাঁসাতে চাই ছিলো বেশি টাকা পাওয়ার আশায় তা ও হলো না",1,
,3,"যে নারী তার সর্বোচ্চ কাপড় দিয়ে নিজের ইজ্জত ঢাকতে পারে না, তার মুখে সব ধরনের ইতিবাচক কথা বেমানান। আর সত্যি কথা বলতে বাংলাদেশের চলচিত্রে ঢুকতে গেলে মেয়েদের ইজ্জত দিয়ে স্ট্রাগল করতে হয়।আগের সিনেমা গুলো পরিবারের সাথে বসে দেখা যেত আর এখন কের কথা না হয় আপনার…",3,1 reply
,3,তাসলিমা নাসরীনের বাস্তব জীবনে কোন সন্তানাদি না থাকলেও এই বাংলায় তার অনেক উত্তরসূরি আছে। আর সেরকমই একজন যোগ্য উত্তরসূরী পরীর মাঝে খুজে পেয়েছে।,1,
,3,পরীমনি ও তাসলিমা দুজনেই হলেন অসাধারন ও ব্যতিক্রমধর্মী নারী চরিত্র।,3,
,3,"তাসলিমা নাসরিনের এই কথায় মনে হয় পরীমনি অনেক খুশি,,,,,,,,তাসলিমা নাসরিন কারো প্রশংসা করা মানেই,,,,,,,, লিখতে পারলাম না ফ্রেন্ড লিষ্টের  কেউ যদি দেখে",1,
,3,হার্ডকোর অনেক কস্টের স্ট্রাগল,7,
,3,আসলেই আপনারা অনেক সংগ্রামী। যদিও পরি আপা শেষ সংগ্রামে ব্যর্থ হয়েছিল।,1,
,3,তোমাদের থেকে কিছু হাইব্রিড বীজ নেওয়ার প্রয়োজন কারণ তোমাদের মতো হাইব্রিডের বীজ  পাওয়াটাই  বড় কষ্টের বিষয়,1,
,3,বাংলাদেশের একমাত্র সুনামধন্য মানুষ থাকলে একজনই আছে; যার জন্য অনেকে কোল বালিশ  ভিজে ফেলতেছে স্বনামধন্য একজন রোগী আছে যাহার নাম সানি লিওনের ছোট বোন পরীমনি,1,
,3,বোট ক্লাবে যাওয়ার নাম স্ট্রাগল,8,1 reply
,3,আর যুগে যুগে এরকম স্ট্র্যাগল করা মেয়েদের জন্যই সেফুদার আগমন ঘটেছে!!,3,
,3,প্রচুর করতে হয় স্ট্রাগল,6,4 replies
,3,পরীমনি প্রায়ই রাত ১২ টায় ঢাকার বিভিন্ন ক্লাবে গিয়ে 'রূহ আফজা' পান করেন এবং 'তাহাজ্জুদ' নামাজ পড়েন!,,
,3,এদের দুইটাকেই আমার দুইটা বন্ধুর দাঁড়ায় খেলে নিবো,7,
,3,মাঝখানে উল্লেখ করা দরকার পরীর মত রাত ১২ টার পরে স্ট্রাগল করা মেয়েরা একেকটা মাইলফলক,3,
,3,চামড়া ব্যাবসার দালালের মন্তব্য।,7,
,3,"আপাতত কালা টিপে আছেন পরীমনি, তসলিমার কাছ থেকে উৎসাহ ও সহযোগিতা পেলে শীঘ্রই লালডা লাগাতে পারবে পরীমনি",1,
,3,"সানি লিয়ন ও কম স্ট্রাগল করে নাই এই জায়গায় পৌছতে আজ যেখানে আছে,,,,সুতরা পরিমনি ও সানি লিয়নের জায়গা দখল করবে একদিন",3,
,3,যে একাধিক পুরুষাঙ্গের গন্ধ শুঁকে তার প্রশংসা পেয়ে এত লাফাচ্ছো । চোরে চোরে মাসতুতো বোন !,1,
,3,এগুলো মানুষকে দেখিয়ে কি বুঝাতে চাও তুমি খুব ইনোসেনট?আসলে মানুষ জানে কিভাবে তুমি তিন কোটি টাকার গাড়ি নিয়ে ঘুরে বেড়াও। উল্লেখ করার মতো একটা সিনেমা তো তোমার নেই।তাহলে এই গাড়ির টাকা আসছে কোথা থেকে? মানুষ সব জানে কিভাবে তুমি দুবাই গিয়ে ব্যবসায়ীদের সাথে দিন …,1,
,3,অনেক পরিশ্রম করে শরীর  শুকানোর সময় পায় না,5,1 reply
,3,"হুম,, আসলেই অনেক স্ট্রাগল করছে পরী, সে ধর্ম প্রচার করে বারে গিয়ে, আর মদ টানে গিলে গিলে, বাসায় মাদকের আড্ডা বসিয়ে সে সমাজ কল্যান করছে, আর চরিত্র নিয়ে কিছুই বলবো না,বোনেরা কমেন্ট দেখলে বাড়িছাড়া করে দিবে",3,1 reply
,3,পরির মতো স্ট্রাগল করা মেয়ে গুলোই পরবর্তিতে তাসলিমা নাসরীনের উওরসূরী হয়,1,
,3,"আসলেই মেয়েটা অনেক পরিশ্রম করে।সরাদিন তো আছেই এছাড়া রাত১২টার পর তার পরিশ্রমের মাত্রা আরো বেড়ে যায়।তাই আমার মনে হয় তাকে গালাগালি করাটা ঠিক হবে না।অন্যদের মতো আমাদেরও তাকে মমতার নযরে দেখতে হবে।            বি.দ্র.একটা কথা স্মরণ রাখবেন,মানিকে মানিক চিনে।আর …",,
,3,"শরীর বিক্রি করে স্ট্রাগল করার চেয়ে, রিক্সা চালিয়ে খাওয়াও অনেক উত্তম।",2,
,3,"হ্যাঁ, খাট কাপাতে তো আর কম স্ট্রাগল করা লাগে না..",9,4 replies
,3,"অথচ তসলিমা নাসরিন(নাস্তিক) তোমাকে আগে থেকে চিনে নাহ। এখন থেকে চিঞ্চে। যাইহোক, একসাথে ব্যবসা শুরু করলে মাইলফলক আরো ভালো হবে!",2,
,3,এক মা*ী আরেক মা*ীর  কীর্তন গায়,5,
,3,দুই জনই সাবেক Brazzers University এর শিক্ষার্থী,7,
,3,খদ্দর না পেয়ে ফেইস বুকে উল্টা পাল্টা পোষট দিয়ে পাবলিকের গালাগাল শুনে যদি দুধের স্বাদ ঘোলা মেটানো যায় !!,1,
,3,এটা ওপেন বলা ঠিক না। তারপরও বলছি এক বারোভাতারি আরেক বারোভাতারির গুণের কথা বলে,2,
,3,"তসলিমার কথা সত্য,,পরিমনি অনেক স্ট্রাগল করেছে,,কেননা সে বিভিন্ন সাইজের,বিভিন্ন কালারের,বিভিন্ন পজিশনে,বিভিন্ন জায়গায় উনাকে পরীক্ষা দিতে হয়েছে,এগুলা সবার দ্বারা সম্ভব ছিলোনা,,সুতরাং আমরা বলতে পারি পরিমনি বাংলাদেশের জন্য একটা মাইলপলক",,
,3,যে জ্বর যা জাতে জাতে যা। জেমন মানুষ তেমন তার চিন্তা চেতনা। কয়লা কখনো পরিস্কার করার উপায় নেই ময়লা থেকেই যায়। একজন পতিতার সার্টিফিকেট প্রদান করতে সহজ হয়ে যায় আরো একজন পতিতার এটাই সত্য।,,
,3,সাথে সানি লিওন এর নাম টা সংযুক্ত করুন। লাইক ফলোয়ার বৃদ্ধি পাবে,7,8 replies
,3,"আমাদের ওদিকে একটা কথা আছে, দিলে মাগী আর না দিলে দেমাগী!   অনেক কিছুই কইতে মন চাচ্ছে! বাট কইলাম না!  বন্ধুবান্ধব ক্রাস সবাই আমার কমেন্ট দেখে ফেলবে!  তবে মনে মনে অনেককিছুই বলে গেলাম!",3,1 reply
,3,তসলিমা নাসরিন এতদিনে তার যোগ্য উত্তরসূরী খুঁজে পেল,1,
,3,নটির গান তো নটিই গাইবো এটাই স্বাভাবিক,7,8 replies
,3,"২ দিন ধইরা খালি একই খবর শেয়ার দিতাছে। বিয়ে করে ফেলেন দুইজন দুইজনকে, দুইজন দুইজনকে খুব ভালো বুঝেন যেহেতু। পরী+নাসরিন(জ্বীন)",7,
,3,তসলিমা তুমি যদি এতটাই ভালো হও তাহলে ভারতে গিয়ে ও জুতার মাইর খাইতেছ কেন?,1,
,3,"তাসলিমা নাসরিন মাঝে মাঝে কিছু কিছু মেয়েদের জন্য মূলা দেয়,যাতে তার মতো হতে পারো।",2,
,3,পরীর মতো স্ট্রাগল করা মেয়েরাই এক-একটা তসলিমা নাসরিন তৈরি হয়,7,2 replies
,3,পরীর চামরার ব্যবসা টা খুব ভালোই চলছিলো,,
,3,তাহলে পতিতালয়ের মেয়েরা কেন পরীর জায়গায় যেতে পারে না,1,
,3,"এইতো জায়গা বরাবর গেছেন,  নিজের অবস্থার জানান দিলেন। এতোদিন যারা আদিক্ষেতা করেছিলেন তারা এসে হাজিরা দিয়ে যান, আপনাদের পরী ম্যামএর অবস্থান জানুন।",1,
,3,নস্টামির মাইলফলক নাকি? পরি তোরে দিয়াতো নস্টামি ছাড়াতো আর কিছু হয় না। তোর মতো নাইকা আছে দেখাই বাংলাদেশের ইন্ডাস্ট্রি   এত অচল,3,3 replies
,3,কথা সত্য।  তাকে চামড়ার ব্যবসা দাড় করাতে কতই না স্ট্রাগল করতে হয়েছে,,
,3,তোমরা ২ জনেই চামড়া/তলা ব্যবসায়ী। সময় এসেছে তোমাদের পিঠের চাল তুলার,2,
,3,এক নষ্টার কর্মকাণ্ডে আরেক নষ্টার প্রশংসা পাবে এটাইতো সাভাবিক।,,
,3,নাছির বুইরা যাই যতটুকু ভরেছে তোরে যাই  করছে তারপরও তোর একটু সম্মান বাইচা ছিলো..!,3,
,3,"সো কলড ""নারীবাদি""",5,5 replies
,3,বিশ্বের ২ নডি এক সাথে হয়ছে,7,3 replies
,3,চামড়ার ব্যবসায় পার্টনার পেয়ে খুব খুশি মনে হচ্ছে...,7,1 reply
,3,চোদে চাটনি বেকার খাটনি অযথা কেন চাটা চাটনি এরই নাম দিয়েছে মানুষ প্রাণ চাটনি খাচ্ছি আরাম পাচ্ছি,2,
,3,"তাসলিমা নাসরিনের উদ্ধৃতিও যার এভাবে প্রচার করে,,নিজের আত্মসম্মান প্রতিষ্ঠা করতে হয়,,,,সে যে সম্মানের দিক থেকে সামাজিক ভাবে নিজেকে কেমন দৈন্যতায় নামিয়েছে,,সে কি বলার অপেক্ষা রাখে???",1,
,3,চামড়া বিক্রি করার ব্যবসাটা কিন্তু খুব একটা সহজ কাজ না।,1,
,3,যাক চামড়া ব্যাবসায় এবার বাম্পার ফলন অাশা করা যায়।,,
,3,আমাদের বিশিষ্ট চামড়া ব্যবসায়ী,,
,3,হ মধ্যরাতে ক্লাবে গিয়ে মদ খেয়ে মাতলামি করা এগুলো তো বিরাট স্ট্রাগল।তার এই স্ট্রাগল গিনেস বুকে রেকর্ড করা উচিৎ এবং সেই সাথে তাকে নোবেল পুরষ্কার দেওয়ার জন্যেও সংশ্লিষ্ট কর্তৃপক্ষের দৃষ্টি আকর্ষণ করছি,,
,3,পরী কে দিয়ে দেশের ছেলেদের চাহিদা মেটাতে ব্যার্থ তসলীমা নাসরিন।আর উন্নত জাতের প্রোডাকশন দিতে হবে নাসরিন কে।,,
